image,title,short_description,date,detail
https://cdn.hdbank.com.vn/hdbank-file/news/400vi_1731897742802.jpg,TIẾP VỐN NHANH - KINH DOANH HỒNG PHÁT,Chương Trình Ưu Đãi Dành Cho Khách Hàng Cá Nhân Có Nhu Cầu Vay Sản Xuất Kinh Doanh Tại HDBank.,," Thời gian triển khai: Từ 01/11/2024.
 Phạm vi áp dụng: Tất cả ĐVKD trên toàn hệ thống.
 Đối tượng khách hàng: KHCN & KHDN Siêu nhỏ thỏa quy định cho vay sản xuất kinh doanh hiện hành của HDBank.
 Chính sách ưu đãi:
- Sản phẩm vay: Áp dụng đối với các khoản vay sản xuất kinh doanh.
 Đối với khoản vay ngắn hạn:
- Lãi suất cho vay 03 tháng đầu: ưu đãi 6,3%/năm.
- Lãi suất cho vay 06 tháng đầu: ưu đãi 6,8%/năm.
- Lãi suất cho vay 12 tháng đầu: ưu đãi 7,3%/năm.
Đối với khoản vay trung dài hạn:
- Lãi suất cho vay 03 tháng đầu: ưu đãi 7,6%/năm.
- Lãi suất cho vay 06 tháng đầu: ưu đãi 8,1%/năm.
- Lãi suất cho vay 12 tháng đầu: ưu đãi 8,5%/năm.
- Lãi suất cho vay 24 tháng đầu: ưu đãi 9,0%/năm.
Để biết thêm chi tiết về chương trình, vui lòng liên hệ với HDBank gần nhất hoặc Tổng đài CSKH 1900 6060 (24/7) hoặc Email: info@hdbank.com.vn để được hỗ trợ.
Share"
https://cdn.hdbank.com.vn/hdbank-file/news/400x228_1741922862117.jpg,"ƯU ĐÃI NGẬP TRÀN, SỞ HỮU NHÀ SANG","Chương Trình Ưu Đãi Dành Cho Khách Hàng Cá Nhân Có Nhu Cầu Vay Mua Bất Động Sản, Xây Dựng/Sửa Chữa Nhà Tại HDBank",,"   Thời gian triển khai: Từ 01/11/2024.
 Phạm vi áp dụng: Tất cả ĐVKD trên toàn hệ thống.
 Đối tượng khách hàng: KHCN & KHDN Siêu nhỏ thỏa quy định cho vay bất động sản (BĐS), xây dựng/sửa chữa nhà hiện hành của HDBank.
 Chính sách ưu đãi:
- Sản phẩm vay: Áp dụng đối với các khoản vay mua BĐS và xây dựng/sửa chữa nhà (bao gồm cho vay bù đắp).
- Số tiền vay: Tối thiểu 100 triệu đồng.
- Thời hạn vay (trên Hợp đồng tín dụng & Khế ước nhận nợ): Theo quy định hiện hành và tối thiểu 36 tháng.
- Lãi suất cho vay 03 tháng đầu: ưu đãi 4,5%/năm.
- Lãi suất cho vay 06 tháng đầu: ưu đãi 5,5%/năm.
- Lãi suất cho vay 12 tháng đầu: ưu đãi 6,5%/năm.
- Lãi suất cho vay 24 tháng đầu: ưu đãi 7,5%/năm.
Để biết thêm chi tiết về chương trình, vui lòng liên hệ với HDBank gần nhất hoặc Tổng đài CSKH 1900 6060 (24/7) hoặc Email: info@hdbank.com.vn để được hỗ trợ.
Đăng ký ngay: Tại Đây
Share"
https://cdn.hdbank.com.vn/hdbank-file/news/4420127518536507132445307662758122078387066n_1718097318373.jpg,"NGẠI CHI MUA NHÀ, CÓ HDBANK LO",Chương trình ưu đãi dành cho khách hàng cá nhân có nhu cầu vay vốn tại HDBank,," Thời gian triển khai: Từ 29/05/2024.
 Phạm vi áp dụng: Tất cả ĐVKD trên toàn hệ thống.
 Đối tượng khách hàng: KHCN thỏa quy định sản phẩm cho vay bất động sản (BĐS) hiện hành hoặc Chương trình Cho vay linh hoạt.
 Chính sách ưu đãi:
- Hạn mức gói ưu đãi: 5.000 tỷ đồng.
- Sản phẩm vay: Áp dụng đối với tất cả mục đích cho vay mua BĐS và xây/sửa chữa nhà (bao gồm cho vay bù đắp) và Chương trình Cho vay linh hoạt.
- Lãi suất cho vay 03 tháng đầu: ưu đãi 3,5%/năm.
- Lãi suất cho vay 06 tháng đầu: ưu đãi 5,0%/năm.
- Lãi suất cho vay 12 tháng đầu: ưu đãi 6,5%/năm.
- Lãi suất cho vay 24 tháng đầu: ưu đãi 8,0%/năm.
Để biết thêm chi tiết về chương trình, vui lòng liên hệ với HDBank gần nhất hoặc Tổng đài CSKH 1900 6060 (24/7) hoặc Email: info@hdbank.com.vn để được hỗ trợ.
Share"
https://cdn.hdbank.com.vn/hdbank-file/news/400x228_1701853912492.jpg,"VAY NHƯ Ý, KHÔNG LO PHÍ",Chương trình ưu đãi dành cho khách hàng cá nhân có nhu cầu vay vốn tại HDBank,," Thời gian triển khai: Từ 07/11/2023
 Phạm vi áp dụng: Tất cả ĐVKD trên toàn hệ thống
 Đối tượng khách hàng: Khách hàng cá nhân & khách hàng doanh nghiệp siêu nhỏ đáp ứng đầy đủ quy định của HDBank.
 Chính sách ưu đãi:
- Sản phẩm vay: Khoản vay có tài sản bảo đảm và không thuộc sản phẩm/mục đích vay cầm đồ, góp vốn, thấu chi, thẻ tín dụng, góp chợ, cầm cố thẻ tiết kiệm/giấy tờ có giá.
- Số tiền vay: Tối thiểu 100 triệu đồng.
- Lãi suất cho vay 03 tháng đầu: ưu đãi 6,8%/năm.
- Lãi suất cho vay 06 tháng đầu: ưu đãi 8,8%/năm.
- Chương trình cho vay không Phí cam kết rút vốn, không bảo hiểm nhân thọ.
Để biết thêm chi tiết về chương trình, vui lòng liên hệ với HDBank gần nhất hoặc Tổng đài CSKH 1900 6060 (24/7) hoặc Email: info@hdbank.com.vn để được hỗ trợ.
Share"
https://cdn.hdbank.com.vn/hdbank-file/news/2609x10002_1692173597722.jpg,GỬI TIẾT KIỆM LIỀN TAY - RƯỚC XE SANG VỀ NHÀ,Đến ngay HDBank Điện Biên ngay hôm nay để nhận ngay những phần quà hấp dẫn từ chương trình.,,"GỬI TIẾT KIỆM LIỀN TAY – RƯỚC XE SANG VỀ NHÀ cùng HDBank! Chỉ với 10 triệu động gửi tiết kiệm tại HDBank, Quý khách hàng sẽ có cơ hội rinh ngay xe máy Honda SH Mode cùng nhiều phần quà giá trị hấp dẫn khác. Cơ hội này chính là lời tri ân sâu sắc mà HDBank gửi đế những khách hàng đã luôn tin yêu ngân hàng trong suốt thời gian qua, tiếp tục hiện thực cam kết mang lại lợi ích cao nhất cho khách hàng.
Thời gian khuyến mại:
Từ 15/08 đến hết 31/10/2023.
Điều kiện tham gia:
Khách hàng cá nhân khi tham gia gửi tiết kiệm với số tiền tối thiểu 10.000.000đ cùng kỳ hạn tối thiểu từ 01 tháng tại Chi nhánh HDBank Điện Biên. Những Khách hàng đáp ứng điều kiện sẽ nhận được Mã số dự thưởng (MSDT) quay số cuối chương trình với những phần thưởng vô cùng giá trị.
Công thức tính số lượng MSDT tham gia quay số: MSDT = (Số tiền gửi trên 1 sổ * kỳ hạn gửi)/ 10.000.000 đồng
Cơ cấu giải thưởng:
Tên giải thưởng
Giải thưởng
1 Giải đặc biệt­­­
Xe Honda SH Mode 125cc
2 Giải nhất
Tủ lạnh Aqua 130 lít
3 Giải nhì
Nồi chiên không dầu AirPower
5 Giải ba
Thẻ ATM có số dư 1.000.000đ
QUY ĐỊNH CHUNG
Điều khoản, điều kiện và thể lệ theo quy định của HDBank từng thời kỳ
    Share"
https://cdn.hdbank.com.vn/hdbank-file/news/400x228_1744249689419.jpg,"TIÊU DÙNG NHANH, ĐẾN HDBANK",Chương Trình Ưu Đãi Dành Cho Khách Hàng Cá Nhân Có Nhu Cầu Vay Tiêu Dùng Tại HDBank,," Thời gian triển khai: Từ 01/11/2024.
 Phạm vi áp dụng: Tất cả ĐVKD trên toàn hệ thống.
 Đối tượng khách hàng: KHCN thỏa quy định cho vay tiêu dùng có tài sản bảo đảm hiện hành của HDBank.
 Chính sách ưu đãi:
- Sản phẩm vay: Áp dụng đối với các khoản vay tiêu dùng có tài sản bảo đảm
- Số tiền vay: Tối thiểu 100 triệu đồng.
- Thời hạn vay (trên Hợp đồng tín dụng & Khế ước nhận nợ): Theo quy định hiện hành và tối thiểu 36 tháng.
- Lãi suất cho vay 06 tháng đầu: ưu đãi 5.5%/năm.
- Lãi suất cho vay 12 tháng đầu: ưu đãi 6.5%/năm.
- Lãi suất cho vay 24 tháng đầu: ưu đãi 7.5%/năm.
Để biết thêm chi tiết về chương trình, vui lòng liên hệ với HDBank gần nhất hoặc Tổng đài CSKH 1900 6060 (24/7) hoặc Email: info@hdbank.com.vn để được hỗ trợ.
Share"
https://cdn.hdbank.com.vn/hdbank-file/news/400x2283_1705977172188.jpg,"THẾ CHẤP MẶT TIỀN, NHẬN LIỀN ƯU ĐÃI",Chương trình ưu đãi dành cho khách hàng cá nhân có nhu cầu vay vốn tại HDBank có TSBĐ là BĐS thuộc quận trung tâm TP.HCM và Hà Nội theo quy định HDBank,," Thời gian triển khai: Từ 18/12/2023
 Phạm vi áp dụng: Tất cả ĐVKD trên toàn hệ thống
 Đối tượng khách hàng: Khách hàng cá nhân & khách hàng doanh nghiệp siêu nhỏ đáp ứng đầy đủ quy định của HDBank.
 Chính sách ưu đãi:
- Sản phẩm vay: Khoản vay có tài sản bảo đảm và không thuộc sản phẩm/mục đích vay cầm đồ, góp vốn, thấu chi, thẻ tín dụng, góp chợ, cầm cố thẻ tiết kiệm/giấy tờ có giá.
- Tài sản bảo đảm: Bất động sản (BĐS) là nhà/đất ở (không bao gồm nhà nhiều hộ - nhiều tầng, căn hộ chung cư, căn hộ dịch vụ, đất SXKD-TMDV) thuộc trung tâm khu vực Hà Nội và TP Hồ Chí Minh theo quy định HDBank.
- Phạm vi TSBĐ:
KV Hà Nội: Quận Hoàn Kiếm, Quận Đống Đa, Quận Ba Đình, Quận Hai Bà Trưng, Quận Tây Hồ.
KV TP Hồ Chí Minh: Quận 1, Quận 3, Quận 5, Quận 7, Quận 10.
- Tỷ lệ cho vay/ TSBĐ (LTV): Tăng thêm (+) 10% so với quy định sản phẩm/chương trình hiện hành và LTV tối đa (≤) 90%.
- Số tiền vay: Tối thiểu 100 triệu đồng.
- Lãi suất cho vay 06 tháng đầu: ưu đãi 4,5%/năm.
- Lãi suất cho vay 12 tháng đầu: ưu đãi 6,5%/năm.
Để biết thêm chi tiết về chương trình, vui lòng liên hệ với HDBank gần nhất hoặc Tổng đài CSKH 1900 6060 (24/7) hoặc Email: info@hdbank.com.vn để được hỗ trợ.
Share"
https://cdn.hdbank.com.vn/hdbank-file/news/400x228_1737357048149.jpg,CHƯƠNG TRÌNH CHO VAY LINH HOẠT,"Chương trình ưu đãi dành cho Khách hàng Vay Mua Bất Động Sản, Xây Dựng/Sửa Chữa Nhà, Vay Tiêu Dùng – Phục Vụ Nhu Cầu Đời Sống và tại HDBank",,"HDBank mang đến chương trình Cho Vay Linh Hoạt với phương án vay linh hoạt, phù hợp với nhu cầu tài chính cá nhân. Với thủ tục đơn giản, chương trình giúp khách hàng dễ dàng sở hữunhà và các BĐS mơ ước.
Lợi ích của khách hàng
ÂN HẠN GỐC ĐẾN 5 NĂM
THỜI HẠN VAY ĐẾN 50 NĂM
SỐ TIỀN VAY ĐẾN 50 TỶ
Thể lệ chương trình
Mục đích vay
Mua căn hộ
Xây/sửa nhà
Tiêu đùng
Số tiền vay (tối đa)
50 tỷ
5 tỷ
3 tỷ
Thời gian vay (tối đa)
50 năm
25 năm
25 năm
Ân hạn gốc (tối đa)
5 năm
5 năm
3 năm
⏰ THỜI GIAN ƯU ĐÃI: Từ 14/3/2024 
👋 PHẠM VI ÁP DỤNG: Tất cả ĐVKD thuộc khu vực tại Đô thị Đặc Biệt và Đô thị Loại 1.
🎯 ĐỐI TƯỢNG KHÁCH HÀNG: Khách hàng cá nhân (KHCN) đáp ứng quy định chính sách/sản phẩm hiện hành của HDBank.
📌 ĐĂNG KÝ VAY: Tại đây.
Để biết thêm chi tiết về chương trình, vui lòng liên hệ với HDBank gần nhất hoặc Tổng đài CSKH 1900 6060 (24/7) hoặc 
Email: info@hdbank.com.vn để được hỗ trợ.
Share
cho vay linh hoạt"
https://cdn.hdbank.com.vn/hdbank-file/news/HDdesk2609x1000dungsize01_1688953962240.jpg,GỬI TIỀN LIỀN TAY - NHẬN NGAY QUÀ HAY,Chương trình ưu đãi dành cho Khách hàng cá nhân khi tham gia gửi tiết kiệm online và tại quầy.,," Thời gian khuyến mại:
Từ hôm nay đến hết 29/09/2023
 Đối tượng khách hàng:
Tất cả khách hàng cá nhân tham gia gửi tiết kiệm VNĐ tại quầy và trên kênh online thỏa mãn điều kiện quy định của Chương trình
 Thể lệ chương trình:
Số tiền gửi tối thiểu: 10.000.000 VNĐ
Kỳ hạn gửi tối thiểu: 1 tháng
1. CHƯƠNG TRÌNH QUAY SỐ CUỐI KÌ
Công thức tính MSDT:
Số lượng MSDT = (Số tiền gửi trên một sổ * kỳ hạn gửi)/ 10.000.000 đồng
Giải thưởng quay số cuối kỳ: áp dụng cho Khách hàng gửi tiết kiệm VNĐ trên kênh Online và tại quầy.
1 Giải Đặc biệt: Sổ tiết kiệm 500.000.000 VNĐ
1 Giải Nhất: Sổ tiết kiệm 100.000.000 VNĐ
3 Giải Nhì: Sổ tiết kiệm 50.000.000 VNĐ
5 Giải Ba: Sổ tiết kiệm 20.000.000 VNĐ
2. CHƯƠNG TRÌNH QUÀ TẶNG HIỆN VẬT
Kênh gửi tiết kiệm
Điều kiện nhận quà
Số tiền gửi tối thiểu
Loại quà tặng
Tiết kiệm Online
KH có tài khoản tiết kiệm online với doanh số tiền gửi cao nhất và thời gian gửi sớm nhất cuối chương trình.
50.000.000
Bộ hộp thủy tinh
vuông Happy
KH gửi tiền trong khung giờ từ 12h00 đến 13h00 mỗi ngày nhanh nhất (30 KH/ngày) trong thời gian CT.
10.000.000
Ly nhựa 2 lớp
kèm ống
hút LocknLock
Tiết kiệm tại quầy
Khách hàng gửi
tiết kiệm tại
quầy
2.000.000.000
Máy sấy tóc
LocknLock
5.000.000.000
Bộ nồi nhôm cao cấp đáy từ Ceragreen
Share"
https://cdn.hdbank.com.vn/hdbank-file/news/400x228_1709632661913.jpg,"MỪNG 8/3, TAY ĐẦY HOA - TÚI ĐẦY QUÀ",Chương trình ưu đãi dành cho Khách hàng cá nhân là nữ khi tham gia gửi tiết kiệm online và tại quầy.,," Thời gian khuyến mại:
Từ 06/03/2024 - 06/04/2024
 Đối tượng khách hàng:
Tất cả khách hàng cá nhân là nữ tham gia gửi tiết kiệm VNĐ tại quầy và trên kênh online thỏa mãn điều kiện quy định của Chương trình.
 Thể lệ chương trình:
Điều kiện áp dụng tại quầy: 
Số tiền gửi tối thiểu: 100.000.000 đồng
Kỳ hạn gửi tối thiểu: từ 6 tháng trở lên
CBNV HDBank được tham gia chương trình
Mỗi khách hàng được nhận tối đa 2 phần quà khác nhau.
Trong thời gian chương trình chưa kết thúc, nếu quà tặng đã phân phối hết theo số lượng khách hàng tham gia của từng đơn vị thì đơn vị có thể chủ động kết thúc chương trình sớm hơn dự kiến.
Khách hàng là nữ gửi tiết kiệm tại quầy đáp ứng được điều kiện về kỳ hạn và mức gửi tối thiểu sẽ được tặng quà, cụ thể như sau:
Mục
Điều kiện nhận quà
Số tiền gửi tối thiểu
Kỳ hạn gửi tối thiểu
Loại quà tặng
Tiết kiệm tại quầy
Khách hàng nữ gửi tiết kiệm tại quầy
100.000.000
6 tháng
Ly nhựa 2 lớp kèm ống hút LocknLock HAP507IVY
500.000.000
6 tháng
Máy sấy tóc LocknLock-ENA116WHT
Cốc đôi giữ nhiệt inox 304 EL8020
1.000.000.000
6 tháng
Bộ quà tặng VIP mạ vàng option 7 (bộ kềm)
b. Điều kiện áp dụng tại kênh Online:
Điều kiện tham gia:
Khách hàng nữ tham gia gửi tiết kiệm trên App HDBank.
Số tiền gửi tối thiểu: từ 20.000.000 đồng
Kỳ hạn gửi tối thiểu: từ 6 tháng trở lên
Cơ cấu giải thưởng:
Ưu đãi
Chi tiết Ưu đãi
Giá trị giải thưởng
Số giải/ ngày
Số ngày
Tổng giải thưởng
Tổng giá trị giải thưởng
1
Tặng hoa cho 10 KH nữ vào ngày 08/03 khi gửi tiết kiệm trên App HDBank sớm nhất từ 50 triệu kỳ hạn từ 6 tháng trở lên vào ngày 06/03 (không áp dụng cho CBNV)
1.000.000
10
1
10
10.000.000
2
Mỗi ngày, tặng tiền mặt trị giá 100.000 đồng cho 50 KH nữ tham gia gửi tiết kiệm trên App HDBank từ 20 triệu đồng kỳ hạn 6 tháng trở lên thỏa điều kiện chương trình sớm nhất.
100.000
50
32
1.600
160.000.000
Tổng cộng
1.610
170.000.000
Share"
https://cdn.hdbank.com.vn/hdbank-file/news/381111973974686436928214193901116042232648n_1695718582828.jpg,HDBANK ĐỒNG HÀNH - GẮN KẾT,Chương trình ưu đãi dành cho Khách hàng cá nhân tham gia sản phẩm Huy động và Dịch vụ thu chi hộ Trái phiếu,," Nội dung chương trình:
Chương trình HDBank đồng hành – gắn kết là chương trình khuyến mãi dành cho KHCN của HDBank có tham gia sản phẩm Huy động và Dịch vụ thu chi hộ trái phiếu. Tham gia chương trình Khách hàng có cơ hội nhận ngay vé du lịch Mỹ với những trải nghiệm phong phú, vi vu khám phá về thiên nhiên/kinh tế/văn hóa của Xứ sở cờ hoa.
 Thời gian triển khai:
Áp dụng đến hết ngày 29/02/2024
 Tiêu chí xét thưởng:
Căn cứ vào số dư tăng ròng bình quân 6 tháng sản phẩm huy động và dịch vụ thu chi hộ trái phiếu trong thời gian triển khai chương trình, điểm được quy đổi cụ thể như sau:
Nguyên tắc ghi nhận
Giá trị quy đổi
Điểm
Số dư tăng ròng bình quân 6 tháng (tính đến thời điểm kết thúc chương trình)
1 tỷ đồng HĐ = 2 tỷ đồng DV thu chi hộ TP
± 1
Số dư của KH tại thời điểm kết thúc chương trình
Tối thiểu 30 tỷ đồng (bao gồm số dư HĐ và DV thu chi hộ TP)
 Giải thưởng của chương trình:
Giải thưởng: Chuyến du lịch Mỹ trị giá hơn 80 triệu đồng
Cơ cấu giải thưởng: (Áp dụng cho Khách hàng và ĐVKD của 7 Khu vực toàn hàng)
Top cao nhất: Top 3 KH thỏa điều kiện xét thưởng và có tổng điểm cao nhất mỗi Khu vực
Top cao nhất còn lại Toàn hàng: Top 12 KH đủ điều kiện Toàn hàng
Top 12 ĐVKD ở các Khu vực có số lượng KH đủ điều kiện nhiều nhất
Tổng giá trị giải thưởng: gần 5 tỷ đồng.
Share"
https://cdn.hdbank.com.vn/hdbank-file/news/400x228_1731923160455.jpg,"TIẾT KIỆM ONLINE, LÃI SUẤT HẤP DẪN - VAY BẢO ĐẢM KHI CẦN",Khách Hàng Gửi Tiết Kiệm Online Sẽ Có Cơ Hội Nhận Được Lãi Suất Hấp Dẫn.,,"  Thông tin chương trình
  TIẾT KIỆM ONLINE
  LÃI SUẤT HẤP DẪN
  Thời gian khuyến mại:
Từ 19/11/2024 đến khi có thông báo mới
  Hình thức khuyến mãi:
Khách hàng gửi tiết kiệm online sẽ có cơ hội nhận được lãi suất hấp dẫn:
Kỳ hạn
6 THÁNG
Lãi suất/năm
Kỳ hạn
13 THÁNG
Lãi suất/năm
  Đối tượng khách hàng:
Tất cả khách hàng cá nhân tham gia gửi tiết kiệm VNĐ thông qua Internet Banking và Mobile Banking của HDBank.
Thể lệ chương trình:
Sản phẩm áp dụng: Tiền gửi tiết kiệm Online VNĐ
Số tiền gửi tối thiểu: 1,000,000 đồng
 Dành cho chủ sở hữu Sổ tiết kiệm online tại HDBank, linh hoạt ứng tiền vào tài khoản để sử dụng trước mà:
- KHÔNG đáo sổ trước hạn, bảo toàn lãi suất cuối kỳ.
- Thao tác trong 3 phút, 100% online, phục vụ 24/7.
- Đặc biệt: Hạn mức vay hấp dẫn đến 100 triệu đồng.
          Share"
https://cdn.hdbank.com.vn/hdbank-file/news/400x200_1736420904492.jpg,RƯỚC LỘC VÀNG 1 KÝ - PHÚ QUÝ CẢ NĂM,"Xuân mang niềm vui mới, HDBank mang thịnh vượng tới!",," Thời gian khuyến mại:
Từ 10/01/2025 - 03/04/2025
 Đối tượng khách hàng:
Tất cả khách hàng cá nhân tham gia gửi tiết kiệm VNĐ tại quầy và trên kênh online thỏa mãn điều kiện quy định của Chương trình
 Thể lệ chương trình:
Số tiền gửi tối thiểu: 50.000.000 VNĐ
Kỳ hạn gửi tối thiểu: 1 tháng
I. CHƯƠNG TRÌNH QUAY SỐ CUỐI KỲ
Công thức tính MSDT: Số lượng MSDT = (Số tiền gửi trên một sổ * kỳ hạn gửi)/ 50.000.000 đồng
Giải thưởng quay số cuối kỳ: áp dụng cho Khách hàng gửi tiết kiệm VNĐ trên kênh Online và tại quầy.
STT
Giải thưởng quay số
Giải thưởng
1
01 Giải Đặc biệt
1kg vàng (~ 26,7 lượng vàng)
2
01 Giải Nhất
6 lượng vàng
3
02 Giải Nhì
3 lượng vàng
4
05 Giải Ba
1 lượng vàng
5 07 Giải khuyến khích 5 chỉ vàng
Ưu đãi đặc biệt về MSDT khi tham gia CTKM, chỉ áp dụng tại quầy:
Đối tượng áp dụng
Giải thưởng và
điều kiện nhận thưởng
Khách hàng mới (mở CIF mới trong thời gian diễn ra chương trình)
Tặng thêm 10 MSDT cho Sổ tiết kiệm (STK) đầu tiên với số tiền từ 200 triệu đồng, kỳ hạn tối thiểu 6 tháng.
II. CHƯƠNG TRÌNH QUÀ TẶNG HIỆN VẬT
Khách hàng cá nhân khi tham gia gửi tiết kiệm VNĐ thỏa mãn những điều kiện từ chương trình, có cơ hội nhận ngay những phần quà cực hấp dẫn.
Ưu đãi 1:
Ngoài điều kiện được cấp MSDT để tham gia các kỳ quay số may mắn, KH còn có thêm cơ hội nhận quà tặng tại quầy theo điều kiện như sau: Khách hàng gửi tiền tiết kiệm lần đầu tiên/ số tiền mở mới (sớm nhất) trong thời gian diễn ra chương trình.
Mỗi khách hàng chỉ nhận được tối đa 1 phần quà.
Quà tặng không quy đổi thành tiền mặt.
Stt
Số tiền gửi tối thiểu
Kỳ hạn tối thiểu:
6 tháng trở lên
Loại quà tặng
1
200.000.000 đồng
Bình giữ nhiệt La Fone 500ml 180701
2
Bộ 6 ly sứ Envie Casa P2.280NX/6P
3
500.000.000 đồng
Khay Laurus 30.5cm
4
1.000.000.000 đồng
Nồi lẩu điện đa năng 5 lít HCHP-050CR
5
1.500.000.000 đồng
Bộ 04 nồi inox La Gourmet
Ưu đãi 2:
Chỉ áp dụng duy nhất ngày 07/03/2025 cho KH là nữ khi gửi tiết kiệm VND tại quầy (số tiền mở mới sớm nhất)
KH có thể được hưởng cả 2 ưu đãi nếu thoả điều kiện của cả 2
Trường hợp KH thoả được điều kiện của 2 ưu đãi, tối đa mỗi KH nhận được 2 phần quà.
Quà tặng không quy đổi thành tiền mặt.
Thời gian
Số tiền gửi tối thiểu
Kỳ hạn gửi tối thiểu:
6 tháng trở lên
Loại quà tặng
Gửi tiết kiệm VND tại quầy sớm nhất trong ngày 07/03/2025
500.000.000 đồng
Bộ quà tặng VIP mạ vàng option 7
      Share"
https://cdn.hdbank.com.vn/hdbank-file/news/400x228_1726630580490.jpg,"HÈ RỰC RỠ, NIỀM VUI BẤT NGỜ",HDBank thông báo kết quả quay số may mắn,,"   1. Thời gian diễn ra: Từ lúc 00h00 ngày 01/08/2024 đến hết 23h59 ngày 30/11/2024
   2. Hình thức trúng thưởng: Quay số ngẫu nhiên xác định Khách hàng trúng trưởng hàng tháng
   3. Số lượng mã số dự thưởng: Bằng tổng số điểm khách hàng thỏa điều kiện chương trình
   4. Giải thưởng:
               5. Thể lệ chương trình: tại đây
   6. Kết quả:
     a. Danh sách Khách hàng trúng thưởng kỳ tháng 08/2024: tại đây
     b. Danh sách Khách hàng trúng thưởng kỳ tháng 09/2024: tại đây
     c. Danh sách Khách hàng trúng thưởng kỳ tháng 10/2024: tại đây
     d. Danh sách Khách hàng trúng thưởng kỳ tháng 11/2024: tại đây
  Share"
https://cdn.hdbank.com.vn/hdbank-file/news/400x22801_1659328247872.jpg,"SỐNG THẢNH THƠI, TẬN HƯỞNG 0 PHÍ",HDBANK RA MẮT GÓI TÀI KHOẢN THANH TOÁN E-SKYONE- MIỄN PHÍ 100% GIAO DỊCH ONLINE,,"HDBank ra mắt gói tài khoản thanh toán E-SkyOne- miễn phí 100% giao dịch online cùng vô vàn tiện ích dành cho khách hàng cá nhân của ngân hàng.
 Thời gian:  Từ 01/08/2022
 Đối tượng: 
- Áp dụng cho khách hàng mới đăng ký tại các chi nhánh/PGD hoặc đăng ký online trên App HDBank và sử dụng dịch vụ ebanking.
- Đối với khách hàng hiện hữu đang sử dụng các gói tài khoản khác sẽ được chuyển đổi sang E-SkyOne để tận hưởng tiện ích zero fee của gói tài khoản này.
 Nội dung chương trình: Khách hàng đăng ký gói tài khoản e-SkyOne tại HDBank sẽ được miễn phí giao dịch chuyển tiền online trong và ngoài hệ thống.
Kênh trực tuyến (Online)
- Miễn phí duy trì dịch vụ Internet Banking.
- Miễn phí chuyển khoản trong/ngoài hệ thống
- Miễn phí chuyển khoản nhanh liên ngân hàng qua số thẻ hoặc số tài khoản
- Miễn phí quản lý tài khoản (trước đây là 12,100/tháng) và không cần duy trì số dư bình quân hằng tháng.
Kênh quầy
- Miễn phí nộp/rút tiền mặt khác tỉnh/TP tại quầy.
Ngoài ưu đãi từ gói zero fee, hiện nay khi khách hàng sử dụng HDBank còn nhận được tài khoản số đẹp miễn phí 100% như số điện thoại, ngày sinh và có thể chủ động chọn số tài khoản theo sở thích.
Bên cạnh đó, từ tháng 6/2022 khách hàng cá nhân mở tiết kiệm online từ 1 triệu đồng còn được hưởng lãi suất đến 6,6% một năm cho kỳ hạn 6 tháng, 4% một năm cho kỳ hạn 1 tháng.
    Share"
